,Data,Category,State,Year,St_Abbr,Location,Group,Population,Geometry,Total
206,17.0,Binge Drinking,Arkansas,2022,AR,Faulkner,Health Risk Behaviors,127665,POINT (-92.3318762564724 35.1471729558217),21447
207,17.0,Binge Drinking,California,2022,CA,Mendocino,Health Risk Behaviors,89783,POINT (-123.391321827245 39.4403114811983),15083
208,16.0,Binge Drinking,Arizona,2022,AZ,Apache,Health Risk Behaviors,65432,POINT (-109.48881915611 35.3954681672691),10207
209,12.0,Binge Drinking,Arkansas,2022,AR,Desha,Health Risk Behaviors,10771,POINT (-91.2552412838777 33.8308426422596),1324
210,18.0,Binge Drinking,Alaska,2022,AK,Yukon-Koyukuk,Health Risk Behaviors,5179,POINT (-151.390098989755 65.5085661031514),906
211,14.0,Binge Drinking,Alabama,2022,AL,Dale,Health Risk Behaviors,49544,POINT (-85.6109266826185 31.4316629601359),7134
212,14.0,Binge Drinking,Alabama,2022,AL,Walker,Health Risk Behaviors,64339,POINT (-87.2978092396997 33.8031253577516),8878
213,16.0,Binge Drinking,Arkansas,2022,AR,Randolph,Health Risk Behaviors,18837,POINT (-91.027601124923 36.3412861990406),3032
214,22.0,Binge Drinking,Alaska,2022,AK,North Slope,Health Risk Behaviors,10805,POINT (-153.47938789872 69.3135617388991),2398
215,14.0,Binge Drinking,Alabama,2022,AL,DeKalb,Health Risk Behaviors,71998,POINT (-85.8039693236418 34.4598606858773),9935
216,20.0,Binge Drinking,California,2022,CA,Santa Cruz,Health Risk Behaviors,264370,POINT (-122.001404413399 37.0558255524564),54195
217,13.0,Binge Drinking,Alabama,2022,AL,Tallapoosa,Health Risk Behaviors,40977,POINT (-85.797257686572 32.862586933353),5449
218,17.0,Binge Drinking,California,2022,CA,Monterey,Health Risk Behaviors,432858,POINT (-121.238518915104 36.2170334850568),73585
219,15.0,Binge Drinking,Arkansas,2022,AR,Mississippi,Health Risk Behaviors,38896,POINT (-90.0522615520211 35.7624152398424),5678
220,14.0,Binge Drinking,Arkansas,2022,AR,Lee,Health Risk Behaviors,8364,POINT (-90.780565570189 34.7806712575882),1137
221,19.0,Binge Drinking,California,2022,CA,Riverside,Health Risk Behaviors,2473902,POINT (-115.994764890688 33.7437710409515),460145
222,15.0,Binge Drinking,Alabama,2022,AL,Pike,Health Risk Behaviors,33014,POINT (-85.9407627085231 31.8027535253528),4820
223,19.0,Binge Drinking,California,2022,CA,Butte,Health Risk Behaviors,207303,POINT (-121.60115169224 39.6663795928272),39802
224,11.0,Binge Drinking,Alabama,2022,AL,Conecuh,Health Risk Behaviors,11206,POINT (-86.9935445067511 31.4293022573494),1277
225,12.0,Binge Drinking,Arizona,2022,AZ,La Paz,Health Risk Behaviors,16506,POINT (-113.98153747073 33.7292571142703),1980
226,20.0,Binge Drinking,Alaska,2022,AK,Bristol Bay,Health Risk Behaviors,865,POINT (-156.700132487576 58.7440261738219),176
227,13.0,Binge Drinking,Arkansas,2022,AR,Woodruff,Health Risk Behaviors,6049,POINT (-91.2431471012526 35.1863222444477),792
228,14.0,Binge Drinking,Arkansas,2022,AR,Hempstead,Health Risk Behaviors,19453,POINT (-93.668219443281 33.7357081301166),2684
229,21.0,Binge Drinking,California,2022,CA,San Diego,Health Risk Behaviors,3276208,POINT (-116.735136221495 33.0338956563358),694556
230,12.0,Binge Drinking,Alabama,2022,AL,Butler,Health Risk Behaviors,18650,POINT (-86.6804536012984 31.7525985102121),2238
231,17.0,Binge Drinking,United States,2022,US,,Health Risk Behaviors,333287557,,55325734
232,15.0,Binge Drinking,Arizona,2022,AZ,Mohave,Health Risk Behaviors,220816,POINT (-113.758099268811 35.7044739765542),32459
233,18.0,Binge Drinking,Alaska,2022,AK,Kodiak Island,Health Risk Behaviors,12720,POINT (-153.789812278338 57.6808874751479),2289
234,14.0,Binge Drinking,Alabama,2022,AL,Franklin,Health Risk Behaviors,31932,POINT (-87.8436750232892 34.4417388803873),4566
235,16.0,Binge Drinking,Arkansas,2022,AR,Perry,Health Risk Behaviors,10063,POINT (-92.9308792596259 34.9473919842415),1620
236,18.0,Binge Drinking,Alaska,2022,AK,Yakutat,Health Risk Behaviors,700,POINT (-140.357660106358 59.8890141407815),122
237,13.0,Binge Drinking,Alabama,2022,AL,Washington,Health Risk Behaviors,15122,POINT (-88.2081714139416 31.4075499895542),1965
238,15.0,Binge Drinking,Arkansas,2022,AR,Prairie,Health Risk Behaviors,8069,POINT (-91.5527724228457 34.8296805541547),1178
239,14.0,Binge Drinking,Alabama,2022,AL,Calhoun,Health Risk Behaviors,115788,POINT (-85.8257674379293 33.7714931264898),16673
240,14.0,Binge Drinking,Alabama,2022,AL,Randolph,Health Risk Behaviors,22479,POINT (-85.4593334042301 33.293864006059),3169
241,13.0,Binge Drinking,Arkansas,2022,AR,Ashley,Health Risk Behaviors,18354,POINT (-91.7684677225088 33.1912395259672),2441
242,14.0,Binge Drinking,Alabama,2022,AL,Geneva,Health Risk Behaviors,26783,POINT (-85.8396481010202 31.0950365894133),3722
243,15.0,Binge Drinking,Alabama,2022,AL,Mobile,Health Risk Behaviors,411411,POINT (-88.20640909701 30.7791692937068),60066
244,16.0,Binge Drinking,Arkansas,2022,AR,Sevier,Health Risk Behaviors,15686,POINT (-94.2415839878892 33.9971085707583),2572
245,17.0,Binge Drinking,Alaska,2022,AK,Prince of Wales-Hyder,Health Risk Behaviors,5650,POINT (-133.055155796378 55.8173059571036),983
246,20.0,Binge Drinking,Alaska,2022,AK,Juneau,Health Risk Behaviors,31685,POINT (-134.172902838081 58.4491350384727),6400
247,15.0,Binge Drinking,Alabama,2022,AL,Cleburne,Health Risk Behaviors,15346,POINT (-85.5179075897695 33.6749172926082),2255
248,15.0,Binge Drinking,Florida,2022,FL,Bradford,Health Risk Behaviors,27313,POINT (-82.1687798507679 29.9496087311112),3987
249,13.0,Binge Drinking,Georgia,2022,GA,Burke,Health Risk Behaviors,24388,POINT (-82.00069347969 33.0613394728213),3170
250,18.0,Binge Drinking,Georgia,2022,GA,Bryan,Health Risk Behaviors,48225,POINT (-81.4437379812069 32.0137075119901),8680
251,12.0,Binge Drinking,Georgia,2022,GA,Jefferson,Health Risk Behaviors,15314,POINT (-82.4184402738849 33.0543979409705),1914
252,21.0,Binge Drinking,Colorado,2022,CO,Boulder,Health Risk Behaviors,327468,POINT (-105.357934107429 40.0924397577047),67785
253,14.0,Binge Drinking,Florida,2022,FL,Citrus,Health Risk Behaviors,162529,POINT (-82.4772202477587 28.8485262076997),21941
254,15.0,Binge Drinking,Georgia,2022,GA,Habersham,Health Risk Behaviors,47475,POINT (-83.530457749718 34.6306391700714),6978
255,15.0,Binge Drinking,Colorado,2022,CO,Sedgwick,Health Risk Behaviors,2295,POINT (-102.351880623144 40.875947900556),353
256,13.0,Binge Drinking,Georgia,2022,GA,Clinch,Health Risk Behaviors,6662,POINT (-82.7062098247415 30.9148775167837),866
257,17.0,Binge Drinking,Georgia,2022,GA,Liberty,Health Risk Behaviors,68030,POINT (-81.494986581225 31.8278487511585),11429
258,15.0,Binge Drinking,Georgia,2022,GA,Lamar,Health Risk Behaviors,19467,POINT (-84.1393164291498 33.076295380381),2939
259,19.0,Binge Drinking,Florida,2022,FL,Okaloosa,Health Risk Behaviors,216482,POINT (-86.5919018682845 30.6909149618642),41564
260,14.0,Binge Drinking,Georgia,2022,GA,Appling,Health Risk Behaviors,18428,POINT (-82.2886914217215 31.7493335724705),2524
261,15.0,Binge Drinking,Georgia,2022,GA,Crawford,Health Risk Behaviors,12140,POINT (-83.9862649166093 32.7141953769698),1808
262,18.0,Binge Drinking,Colorado,2022,CO,Teller,Health Risk Behaviors,24857,POINT (-105.161681803813 38.8823103008979),4349
263,10.0,Binge Drinking,Georgia,2022,GA,Clay,Health Risk Behaviors,2845,POINT (-84.9792463725169 31.6261945164247),284
264,14.0,Binge Drinking,Georgia,2022,GA,Fayette,Health Risk Behaviors,122030,POINT (-84.4949703697974 33.4135379836022),16596
265,14.0,Binge Drinking,Georgia,2022,GA,Cook,Health Risk Behaviors,17404,POINT (-83.4302684061787 31.1543623061058),2401
266,14.0,Binge Drinking,Georgia,2022,GA,Glynn,Health Risk Behaviors,85079,POINT (-81.539531176268 31.2308510168338),12166
267,16.0,Binge Drinking,Georgia,2022,GA,Dade,Health Risk Behaviors,16081,POINT (-85.504188975033 34.8546132098114),2605
268,16.0,Binge Drinking,Georgia,2022,GA,Bartow,Health Risk Behaviors,112816,POINT (-84.8400427897229 34.2373237847409),18163
269,16.0,Binge Drinking,Georgia,2022,GA,Forsyth,Health Risk Behaviors,267237,POINT (-84.125243446561 34.2253024818373),43826
270,15.0,Binge Drinking,Florida,2022,FL,Dixie,Health Risk Behaviors,17124,POINT (-83.1587103063714 29.6080635127126),2551
271,16.0,Binge Drinking,Colorado,2022,CO,Archuleta,Health Risk Behaviors,14003,POINT (-107.048213625503 37.1936639220311),2240
272,19.0,Binge Drinking,Florida,2022,FL,Wakulla,Health Risk Behaviors,35178,POINT (-84.4003829341659 30.167069730405),6648
273,14.0,Binge Drinking,Georgia,2022,GA,Jones,Health Risk Behaviors,28472,POINT (-83.5605812656916 33.0247296211187),4099
274,14.0,Binge Drinking,Georgia,2022,GA,Bacon,Health Risk Behaviors,11191,POINT (-82.4524072121804 31.5537937122315),1611
275,20.0,Binge Drinking,Colorado,2022,CO,Logan,Health Risk Behaviors,20823,POINT (-103.109509593953 40.7247385423721),4081
276,21.0,Binge Drinking,Colorado,2022,CO,Jefferson,Health Risk Behaviors,576143,POINT (-105.250333390212 39.5866816614094),122142
277,16.0,Binge Drinking,Florida,2022,FL,Bay,Health Risk Behaviors,185134,POINT (-85.6200626409611 30.2651404769141),30176
278,17.0,Binge Drinking,Connecticut,2022,CT,Northeastern Connecticut,Health Risk Behaviors,96196,POINT (-71.977031834417 41.8270602334583),16257
279,21.0,Binge Drinking,Colorado,2022,CO,Crowley,Health Risk Behaviors,5614,POINT (-103.783859331121 38.3263545617782),1167
280,18.0,Binge Drinking,Colorado,2022,CO,Rio Blanco,Health Risk Behaviors,6569,POINT (-108.217357090795 39.979223167364),1215
281,14.0,Binge Drinking,Florida,2022,FL,Charlotte,Health Risk Behaviors,202661,POINT (-81.9116138222572 26.9058355549784),27967
282,22.0,Binge Drinking,Colorado,2022,CO,Gunnison,Health Risk Behaviors,17267,POINT (-107.03172655628 38.6668662172011),3885
283,11.0,Binge Drinking,Georgia,2022,GA,Dougherty,Health Risk Behaviors,82966,POINT (-84.2166430665433 31.5334783335968),9375
284,14.0,Binge Drinking,Colorado,2022,CO,Costilla,Health Risk Behaviors,3603,POINT (-105.428087516472 37.278192662225),493
285,16.0,Binge Drinking,Florida,2022,FL,Clay,Health Risk Behaviors,226589,POINT (-81.8578586154471 29.982933504009),36480
286,19.0,Binge Drinking,Colorado,2022,CO,Clear Creek,Health Risk Behaviors,9355,POINT (-105.644012714121 39.6891749844255),1777
287,15.0,Binge Drinking,Colorado,2022,CO,Saguache,Health Risk Behaviors,6623,POINT (-106.281125358106 38.080485475829),980
288,15.0,Binge Drinking,Colorado,2022,CO,Otero,Health Risk Behaviors,18303,POINT (-103.717022312193 37.9021617548008),2818
289,17.0,Binge Drinking,Florida,2022,FL,Liberty,Health Risk Behaviors,7603,POINT (-84.8831820625943 30.2412248335451),1315
290,14.0,Binge Drinking,Florida,2022,FL,Levy,Health Risk Behaviors,45260,POINT (-82.7424033737084 29.3191355718998),6562
291,18.0,Binge Drinking,Colorado,2022,CO,San Juan,Health Risk Behaviors,803,POINT (-107.675884537497 37.7637873249573),147
292,20.0,Binge Drinking,Colorado,2022,CO,Douglas,Health Risk Behaviors,375988,POINT (-104.929359437339 39.3296457475955),73693
293,14.0,Binge Drinking,Georgia,2022,GA,Berrien,Health Risk Behaviors,18214,POINT (-83.2290045854325 31.2755410345454),2586
294,13.0,Binge Drinking,Georgia,2022,GA,Crisp,Health Risk Behaviors,19708,POINT (-83.7673947681673 31.9229853637213),2542
295,16.0,Binge Drinking,Georgia,2022,GA,Columbia,Health Risk Behaviors,162419,POINT (-82.2642138010573 33.5442564470998),25499
296,19.0,Binge Drinking,Colorado,2022,CO,Elbert,Health Risk Behaviors,27799,POINT (-104.135022756085 39.2860481189017),5281
297,17.0,Binge Drinking,Florida,2022,FL,Franklin,Health Risk Behaviors,12498,POINT (-84.8178572043759 29.8620925999962),2099
298,18.0,Binge Drinking,Colorado,2022,CO,Moffat,Health Risk Behaviors,13177,POINT (-108.207493719642 40.6184441818552),2385
299,13.0,Binge Drinking,Florida,2022,FL,Gadsden,Health Risk Behaviors,43403,POINT (-84.6137975584322 30.5796484153785),5642
300,17.0,Binge Drinking,Colorado,2022,CO,Hinsdale,Health Risk Behaviors,775,POINT (-107.300359047708 37.82133017176),129
301,16.0,Binge Drinking,Florida,2022,FL,Suwannee,Health Risk Behaviors,45411,POINT (-82.9914794385167 30.1954182571874),7311
302,17.0,Binge Drinking,Colorado,2022,CO,Montrose,Health Risk Behaviors,43811,POINT (-108.268870810242 38.4024069870887),7360
303,16.0,Binge Drinking,Colorado,2022,CO,Delta,Health Risk Behaviors,31602,POINT (-107.862948303439 38.8614572647921),4961
304,16.0,Binge Drinking,Connecticut,2022,CT,Northwest Hills,Health Risk Behaviors,113234,POINT (-73.2211305040558 41.8467716056501),18117
305,12.0,Binge Drinking,Georgia,2022,GA,Greene,Health Risk Behaviors,20139,POINT (-83.1667308024376 33.5788809439094),2477
306,14.0,Binge Drinking,Florida,2022,FL,Manatee,Health Risk Behaviors,429125,POINT (-82.3157420786182 27.471886228068),59648
307,17.0,Binge Drinking,Colorado,2022,CO,El Paso,Health Risk Behaviors,740567,POINT (-104.525624950703 38.8322231454807),122934
308,18.0,Binge Drinking,Colorado,2022,CO,Adams,Health Risk Behaviors,527575,POINT (-104.338130186949 39.8735915076236),95491
309,18.0,Binge Drinking,Colorado,2022,CO,Chaffee,Health Risk Behaviors,20223,POINT (-106.19433436673 38.7474050800517),3599
310,18.0,Binge Drinking,Colorado,2022,CO,Kit Carson,Health Risk Behaviors,6961,POINT (-102.602737387319 39.3053193462633),1218
311,17.0,Binge Drinking,Colorado,2022,CO,Mineral,Health Risk Behaviors,931,POINT (-106.924191432374 37.6695585907141),156
312,18.0,Binge Drinking,California,2022,CA,Yolo,Health Risk Behaviors,222115,POINT (-121.901158583093 38.6865918071174),40869
313,21.0,Binge Drinking,Colorado,2022,CO,Garfield,Health Risk Behaviors,62271,POINT (-107.902832233474 39.5991303693962),13076
314,13.0,Binge Drinking,Georgia,2022,GA,Candler,Health Risk Behaviors,11000,POINT (-82.0734630871974 32.4033782137034),1452
315,16.0,Binge Drinking,Georgia,2022,GA,Cherokee,Health Risk Behaviors,281278,POINT (-84.4762808876955 34.2438335835566),44160
316,17.0,Binge Drinking,Florida,2022,FL,Miami-Dade,Health Risk Behaviors,2673837,POINT (-80.5593051010929 25.6148756117785),443856
317,15.0,Binge Drinking,Florida,2022,FL,Hamilton,Health Risk Behaviors,13217,POINT (-82.9479422377151 30.4963440419861),1995
318,17.0,Binge Drinking,Colorado,2022,CO,Montezuma,Health Risk Behaviors,26468,POINT (-108.5965947187 37.3388455453748),4526
319,18.0,Binge Drinking,Colorado,2022,CO,Morgan,Health Risk Behaviors,29239,POINT (-103.810070739977 40.2628578824712),5263
320,16.0,Binge Drinking,Georgia,2022,GA,Barrow,Health Risk Behaviors,89299,POINT (-83.7128801451183 33.9928758721442),14287
321,15.0,Binge Drinking,Georgia,2022,GA,Glascock,Health Risk Behaviors,2939,POINT (-82.6106278747624 33.229733246093),449
322,12.0,Binge Drinking,Georgia,2022,GA,Laurens,Health Risk Behaviors,49660,POINT (-82.9221481443504 32.4634419341698),6008
323,13.0,Binge Drinking,Georgia,2022,GA,Dodge,Health Risk Behaviors,19802,POINT (-83.1684910656793 32.1719787064164),2653
324,14.0,Binge Drinking,Georgia,2022,GA,Atkinson,Health Risk Behaviors,8183,POINT (-82.8795983686044 31.2973133737422),1145
325,16.0,Binge Drinking,Colorado,2022,CO,Jackson,Health Risk Behaviors,1302,POINT (-106.3432000444 40.6666752317322),209
326,11.0,Binge Drinking,Georgia,2022,GA,Baker,Health Risk Behaviors,2788,POINT (-84.4436447326603 31.3268164349258),317
327,18.0,Binge Drinking,Colorado,2022,CO,Mesa,Health Risk Behaviors,158636,POINT (-108.466537411781 39.0183551841305),28395
328,16.0,Binge Drinking,Colorado,2022,CO,Kiowa,Health Risk Behaviors,1424,POINT (-102.739222013974 38.4325941497591),223
329,17.0,Binge Drinking,Georgia,2022,GA,Cobb,Health Risk Behaviors,771952,POINT (-84.5766180640985 33.9414862314987),134319
330,16.0,Binge Drinking,Georgia,2022,GA,Hall,Health Risk Behaviors,212692,POINT (-83.8198972002444 34.3169672815553),34243
331,20.0,Binge Drinking,Colorado,2022,CO,San Miguel,Health Risk Behaviors,8003,POINT (-108.405860202785 38.0040513912484),1592
332,14.0,Binge Drinking,Georgia,2022,GA,Calhoun,Health Risk Behaviors,5469,POINT (-84.6226064650118 31.5290236179393),749
333,18.0,Binge Drinking,Connecticut,2022,CT,South Central Connecticut,Health Risk Behaviors,573244,POINT (-72.8438185185228 41.3613093948936),102037
334,16.0,Binge Drinking,Florida,2022,FL,Lafayette,Health Risk Behaviors,7786,POINT (-83.1809583435739 29.9855286865018),1222
335,17.0,Binge Drinking,Colorado,2022,CO,Pueblo,Health Risk Behaviors,169544,POINT (-104.512455462804 38.1734469855067),29500
336,17.0,Binge Drinking,Connecticut,2022,CT,Western Connecticut,Health Risk Behaviors,623690,POINT (-73.4471607445243 41.3202363326839),103532
337,18.0,Binge Drinking,Colorado,2022,CO,Cheyenne,Health Risk Behaviors,1732,POINT (-102.603247709498 38.8281509160219),303
338,16.0,Binge Drinking,Georgia,2022,GA,Harris,Health Risk Behaviors,36276,POINT (-84.9080983606134 32.7360422187992),5767
339,13.0,Binge Drinking,Georgia,2022,GA,Decatur,Health Risk Behaviors,28982,POINT (-84.5790568138442 30.8782445454159),3883
340,18.0,Binge Drinking,Florida,2022,FL,Leon,Health Risk Behaviors,297369,POINT (-84.2782658595301 30.4579959957893),52039
341,18.0,Binge Drinking,Colorado,2022,CO,Bent,Health Risk Behaviors,5399,POINT (-103.072197677268 37.9549082494337),955
342,17.0,Binge Drinking,Colorado,2022,CO,Yuma,Health Risk Behaviors,9899,POINT (-102.424564854412 40.0028209513012),1712
343,13.0,Binge Drinking,Georgia,2022,GA,Elbert,Health Risk Behaviors,19814,POINT (-82.8404140983714 34.116392219138),2595
344,16.0,Binge Drinking,Georgia,2022,GA,Coweta,Health Risk Behaviors,152882,POINT (-84.7638668651097 33.3536597760037),24919
345,15.0,Binge Drinking,Georgia,2022,GA,Gwinnett,Health Risk Behaviors,975353,POINT (-84.0237004394442 33.961661805784),148253
346,17.0,Binge Drinking,Florida,2022,FL,Alachua,Health Risk Behaviors,284030,POINT (-82.3582005204153 29.6751856950068),49421
347,16.0,Binge Drinking,Georgia,2022,GA,Haralson,Health Risk Behaviors,31337,POINT (-85.2110568973419 33.7943288253101),5045
348,17.0,Binge Drinking,Georgia,2022,GA,Lee,Health Risk Behaviors,33642,POINT (-84.1404840374699 31.7797631129243),5584
349,19.0,Binge Drinking,Colorado,2022,CO,Alamosa,Health Risk Behaviors,16592,POINT (-105.78848300659 37.5728638541496),3119
350,14.0,Binge Drinking,Georgia,2022,GA,Colquitt,Health Risk Behaviors,45762,POINT (-83.7688122592835 31.1884393973825),6452
351,13.0,Binge Drinking,Georgia,2022,GA,Lincoln,Health Risk Behaviors,7841,POINT (-82.4512209392449 33.7932999440969),1027
352,14.0,Binge Drinking,Delaware,2022,DE,Sussex,Health Risk Behaviors,255956,POINT (-75.3899993656017 38.6607348167294),35577
353,13.0,Binge Drinking,Florida,2022,FL,Madison,Health Risk Behaviors,18198,POINT (-83.4697895536584 30.4442617012306),2420
354,17.0,Binge Drinking,Georgia,2022,GA,Fulton,Health Risk Behaviors,1074634,POINT (-84.4671331339505 33.7900005623491),186986
355,16.0,Binge Drinking,Colorado,2022,CO,Ouray,Health Risk Behaviors,5100,POINT (-107.769144102426 38.1549222125572),841
356,19.0,Binge Drinking,Florida,2022,FL,Hillsborough,Health Risk Behaviors,1513301,POINT (-82.3085859249529 27.9292994635599),287527
357,17.0,Binge Drinking,Florida,2022,FL,Volusia,Health Risk Behaviors,579192,POINT (-81.1822347789539 29.0587848982361),97883
358,15.0,Binge Drinking,Georgia,2022,GA,Coffee,Health Risk Behaviors,43172,POINT (-82.8493988376197 31.5492785823229),6475
359,18.0,Binge Drinking,Florida,2022,FL,Gulf,Health Risk Behaviors,15314,POINT (-85.2306588125917 29.9507458827787),2710
